유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
부산광역시 사하구 , 부산광역시 서구,15.8,1
부산광역시 중구 , 부산광역시 서구,14.5,1
부산광역시 영도구 , 부산광역시 서구,9.1,1
부산광역시 동구 , 부산광역시 서구,7.7,1
부산광역시 사상구 , 부산광역시 서구,7.0,1
부산광역시 해운대구 , 부산광역시 서구,6.6,1
부산광역시 부산진구 , 부산광역시 서구,6.3,1
부산광역시 강서구 , 부산광역시 서구,5.0,1
부산광역시 남구 , 부산광역시 서구,4.9,1
부산광역시 수영구 , 부산광역시 서구,3.2,1
경상남도 김해시 , 부산광역시 서구,2.6,1
부산광역시 기장군 , 부산광역시 서구,2.3,1
부산광역시 동래구 , 부산광역시 서구,1.9,1
부산광역시 연제구 , 부산광역시 서구,1.8,1
부산광역시 북구 , 부산광역시 서구,1.8,1
부산광역시 금정구 , 부산광역시 서구,1.5,1
경상남도 양산시 , 부산광역시 서구,1.4,1
경상남도 창원시 진해구 , 부산광역시 서구,0.7,1
경상남도 거제시 , 부산광역시 서구,0.4,1
경상남도 창원시 성산구 , 부산광역시 서구,0.4,1
 부산광역시 서구,부산광역시 중구,17.0,2
 부산광역시 서구,부산광역시 영도구,11.7,2
 부산광역시 서구,부산광역시 사하구,11.5,2
 부산광역시 서구,부산광역시 해운대구,8.4,2
 부산광역시 서구,부산광역시 동구,6.7,2
 부산광역시 서구,부산광역시 부산진구,6.0,2
 부산광역시 서구,부산광역시 강서구,5.9,2
 부산광역시 서구,부산광역시 기장군,5.6,2
 부산광역시 서구,부산광역시 사상구,4.8,2
 부산광역시 서구,부산광역시 수영구,4.2,2
 부산광역시 서구,부산광역시 남구,3.8,2
 부산광역시 서구,경상남도 김해시,2.6,2
 부산광역시 서구,부산광역시 동래구,1.5,2
 부산광역시 서구,경상남도 양산시,1.4,2
 부산광역시 서구,부산광역시 연제구,1.2,2
 부산광역시 서구,부산광역시 북구,1.1,2
 부산광역시 서구,부산광역시 금정구,1.0,2
 부산광역시 서구,경상남도 창원시 진해구,0.9,2
 부산광역시 서구,경상남도 거제시,0.6,2
 부산광역시 서구,울산광역시 울주군,0.5,2
