순위,관광지명,주소,분류,
1,현대백화점/신촌점,서울 서대문구 신촌로 83-0,쇼핑,서울특별시 서대문구
2,사러가쇼핑센터,서울 서대문구 연희맛로 23-0,쇼핑,서울특별시 서대문구
3,서대문형무소역사관,서울 서대문구 통일로 251-0,문화시설,서울특별시 서대문구
4,현대백화점 유플렉스/신촌점,서울 서대문구 연세로 13-0,쇼핑,서울특별시 서대문구
5,서대문자연사박물관,서울 서대문구 연희로32길 51-0,문화시설,서울특별시 서대문구
6,영천시장,서울 서대문구,쇼핑,서울특별시 서대문구
7,CGV/신촌아트레온,서울 서대문구 신촌로 129-0,공연/행사,서울특별시 서대문구
8,유진상가,서울 서대문구 통일로 484-0,쇼핑,서울특별시 서대문구
9,서대문독립공원,서울 서대문구 통일로 251-0,자연관광지,서울특별시 서대문구
10,메가박스/신촌,서울 서대문구 신촌역로 30-0,공연/행사,서울특별시 서대문구
11,다이소/가좌역점,서울 서대문구 수색로 26-0,쇼핑,서울특별시 서대문구
12,롯데슈퍼/유진점,서울 서대문구 통일로 484-0,쇼핑,서울특별시 서대문구
13,봉원사,서울 서대문구 봉원사길 120-0,역사관광지,서울특별시 서대문구
14,포방터시장,서울 서대문구 포방터길 46-0,쇼핑,서울특별시 서대문구
15,GDR아카데미/서대문충정로점,서울 서대문구 서소문로 37-0,레포츠(육상/해상/항공),서울특별시 서대문구
16,은가어린이공원,서울 서대문구,자연관광지,서울특별시 서대문구
17,서대문형무소역사관,서울 서대문구 통일로 251-0,문화관광,서울특별시 서대문구
18,모던하우스/연희점,서울 서대문구 연희로 148-0,쇼핑,서울특별시 서대문구
19,독립문,서울 서대문구,역사관광지,서울특별시 서대문구
20,일룸프리미엄샵/마포서대문,서울 서대문구 연희로 148-0,쇼핑,서울특별시 서대문구
21,서울특별시교육청서대문도서관,서울 서대문구 모래내로 412-0,문화시설,서울특별시 서대문구
22,롯데마이슈퍼/남가좌점,서울 서대문구,쇼핑,서울특별시 서대문구
23,렉스골프클럽,서울 서대문구 연희로41길 26-0,레포츠(육상/해상/항공),서울특별시 서대문구
24,GS더프레시/북가좌점,서울 서대문구 응암로 54-0,쇼핑,서울특별시 서대문구
25,이진아기념도서관,서울 서대문구 독립문공원길 80-0,문화시설,서울특별시 서대문구
26,시티마트,서울 서대문구 증가로 141-0,쇼핑,서울특별시 서대문구
27,홈마트/연희점,서울 서대문구 홍연길 77-0,쇼핑,서울특별시 서대문구
28,롯데슈퍼/홍제2점,서울 서대문구 통일로 397-0,쇼핑,서울특별시 서대문구
29,금호아트홀/연세,서울 서대문구 연세로 50-0,공연/행사,서울특별시 서대문구
30,서대문자연사박물관,서울 서대문구 연희로32길 51-0,문화관광,서울특별시 서대문구
31,하나로마트/남가좌점,서울 서대문구 증가로 150-0,쇼핑,서울특별시 서대문구
32,CGV/신촌아트레온,서울 서대문구 신촌로 129-0,문화관광,서울특별시 서대문구
33,옥천암,서울 서대문구 홍지문길 1-38,역사관광지,서울특별시 서대문구
34,골프존파크/충정로SK24시점,서울 서대문구 서소문로 45-0,레포츠(육상/해상/항공),서울특별시 서대문구
35,노브랜드/서대문신촌점,서울 서대문구 명물길 32-0,쇼핑,서울특별시 서대문구
36,북아현문화체육센터,서울 서대문구,기타관광지,서울특별시 서대문구
37,인왕시장,서울 서대문구,쇼핑,서울특별시 서대문구
38,바늘이야기/연희직영점,서울 서대문구 연희로11가길 15-0,쇼핑,서울특별시 서대문구
39,메가박스/신촌,서울 서대문구 신촌역로 30-0,문화관광,서울특별시 서대문구
40,신기한놀이터떼굴떼굴,서울 서대문구,자연관광지,서울특별시 서대문구
41,백련사,서울 서대문구 백련사길 170-72,역사관광지,서울특별시 서대문구
42,GS더프레시/남가좌디엠씨,서울 서대문구 거북골로 100-0,쇼핑,서울특별시 서대문구
43,성룡사,서울 서대문구 신촌로7길 30-0,역사관광지,서울특별시 서대문구
44,다이소/신촌명물거리점,서울 서대문구 명물길 27-0,쇼핑,서울특별시 서대문구
45,한살림/연희매장,서울 서대문구 연희맛로 34-0,쇼핑,서울특별시 서대문구
46,안산공원,서울 서대문구,자연관광지,서울특별시 서대문구
47,가재울홈마트정육,서울 서대문구 가재울미래로 11-0,쇼핑,서울특별시 서대문구
48,홈런야구장,서울 서대문구 신촌로 139-0,레포츠(육상/해상/항공),서울특별시 서대문구
49,독립문,서울 서대문구,역사관광,서울특별시 서대문구
50,백련상가,서울 서대문구 가재울로6길 53-87,쇼핑,서울특별시 서대문구
51,골프존파크/북가좌케렌시아점,서울 서대문구 수색로 102-0,레포츠(육상/해상/항공),서울특별시 서대문구
52,안산자락길,서울 서대문구,레포츠(육상/해상/항공),서울특별시 서대문구
53,궁동산체육관,서울 서대문구,기타관광지,서울특별시 서대문구
54,연희프라자,서울 서대문구 연희맛로 28-0,쇼핑,서울특별시 서대문구
55,자연드림/서울북가좌점,서울 서대문구 거북골로14길 32-0,쇼핑,서울특별시 서대문구
56,홍은도담도서관,서울 서대문구 홍은중앙로 129-0,문화시설,서울특별시 서대문구
57,은가어린이공원,서울 서대문구,문화관광,서울특별시 서대문구
58,서대문독립공원,서울 서대문구 통일로 251-0,문화관광,서울특별시 서대문구
59,아현동가구단지,서울 서대문구 신촌로37길 35-0,쇼핑,서울특별시 서대문구
60,봉원사,서울 서대문구 봉원사길 120-0,역사관광,서울특별시 서대문구
61,홈플러스익스프레스/북가좌점,서울 서대문구 응암로 112-0,쇼핑,서울특별시 서대문구
62,LG전자베스트샵/북가좌점,서울 서대문구 응암로 58-0,쇼핑,서울특별시 서대문구
63,강남할인마트/가재울점,서울 서대문구 수색로 100-0,쇼핑,서울특별시 서대문구
64,금옥당,서울 서대문구 연희로11라길 2-0,쇼핑,서울특별시 서대문구
65,국립대한민국임시정부기념관,서울 서대문구 통일로 279-24,문화시설,서울특별시 서대문구
66,아현가구거리,서울 서대문구,쇼핑,서울특별시 서대문구
67,롯데마이슈퍼/창천점,서울 서대문구 신촌로 13-0,쇼핑,서울특별시 서대문구
68,골프존파크/충정로서대문스카이점,서울 서대문구 충정로 70-0,레포츠(육상/해상/항공),서울특별시 서대문구
69,진로식자재마트,서울 서대문구,쇼핑,서울특별시 서대문구
70,청년예술청,서울 서대문구 경기대로 26-26,문화시설,서울특별시 서대문구
71,자연사박물관,서울 서대문구 이화여대길 52-0,문화시설,서울특별시 서대문구
72,그랜드힐튼호텔컨벤션홀,서울 서대문구 연희로 353-0,공연/행사,서울특별시 서대문구
73,옥천암,서울 서대문구 홍지문길 1-38,역사관광,서울특별시 서대문구
74,알라딘중고서점/신촌점,서울 서대문구 연세로 21-0,쇼핑,서울특별시 서대문구
75,헬스보이짐/신촌점,서울 서대문구 신촌로 109-0,레포츠(육상/해상/항공),서울특별시 서대문구
76,유니클로/현대백화점유플렉스신촌점,서울 서대문구 연세로 13-0,쇼핑,서울특별시 서대문구
77,아이비클럽/서대문점,서울 서대문구 가좌로 133-0,쇼핑,서울특별시 서대문구
