순위,관광지명,주소,분류,
1,목포해상케이블카/북항승강장,전남 목포시 해양대학로 240-0,기타관광지,전라남도 목포시
2,목포종합수산시장,전남 목포시 해안로267번길 6-0,쇼핑,전라남도 목포시
3,목포스카이워크,전남 목포시 해양대학로 59-0,기타관광지,전라남도 목포시
4,갓바위,전남 목포시,기타관광지,전라남도 목포시
5,목포근대역사관/1관,전남 목포시 영산로29번길 6-0,문화시설,전라남도 목포시
6,평화광장,전남 목포시 평화로 64-0,자연관광지,전라남도 목포시
7,이마트/목포점,전남 목포시 옥암로 138-0,쇼핑,전라남도 목포시
8,목포해상케이블카/북항승강장,전남 목포시 해양대학로 240-0,기타관광,전라남도 목포시
9,동부시장,전남 목포시,쇼핑,전라남도 목포시
10,유달산공원,전남 목포시 유달로 180-0,자연관광지,전라남도 목포시
11,연희네슈퍼,전남 목포시 해안로127번길 14-2,기타관광지,전라남도 목포시
12,고하도전망대,전남 목포시 고하도안길 234-0,기타관광지,전라남도 목포시
13,목포연안여객선터미널,전남 목포시 해안로 182-0,자연관광지,전라남도 목포시
14,목포북항,전남 목포시,자연관광지,전라남도 목포시
15,목포해상케이블카/고하도승강장,전남 목포시 고하도안길 186-0,기타관광지,전라남도 목포시
16,청호시장,전남 목포시 석현로 28-0,쇼핑,전라남도 목포시
17,유달산,전남 목포시,자연관광지,전라남도 목포시
18,목포항,전남 목포시,자연관광지,전라남도 목포시
19,자유시장,전남 목포시 자유로 122-0,쇼핑,전라남도 목포시
20,서산동시화골목,전남 목포시,기타관광지,전라남도 목포시
21,목포근대역사관/2관,전남 목포시 번화로 18-0,문화시설,전라남도 목포시
22,목포스카이워크,전남 목포시 해양대학로 59-0,기타관광,전라남도 목포시
23,목포근대역사관/1관,전남 목포시 영산로29번길 6-0,문화관광,전라남도 목포시
24,목포자연사박물관,전남 목포시 남농로 135-0,문화시설,전라남도 목포시
25,평화광장,전남 목포시 평화로 64-0,문화관광,전라남도 목포시
26,갓바위,전남 목포시,기타관광,전라남도 목포시
27,홈플러스/목포점,전남 목포시 영산로 313-0,쇼핑,전라남도 목포시
28,갓바위공원,전남 목포시,자연관광지,전라남도 목포시
29,롯데마트맥스/목포점,전남 목포시 원형서로 15-0,쇼핑,전라남도 목포시
30,목포어린이바다과학관,전남 목포시 삼학로92번길 98-0,문화시설,전라남도 목포시
31,김대중노벨평화상기념관,전남 목포시 삼학로92번길 68-0,문화시설,전라남도 목포시
32,유달산공원,전남 목포시 유달로 180-0,문화관광,전라남도 목포시
33,유달산조각공원,전남 목포시 유달로 180-0,자연관광지,전라남도 목포시
34,삼학도공원,전남 목포시,자연관광지,전라남도 목포시
35,노적봉,전남 목포시 유달로 0-0,자연관광지,전라남도 목포시
36,하나로마트/목포점,전남 목포시 선곡로 33-0,쇼핑,전라남도 목포시
37,목포해상케이블카/고하도승강장,전남 목포시 고하도안길 186-0,기타관광,전라남도 목포시
38,목포연안여객선터미널,전남 목포시 해안로 182-0,기타관광,전라남도 목포시
39,목포북항,전남 목포시,자연관광,전라남도 목포시
40,목포항국제여객터미널,전남 목포시 해안로148번길 14-0,자연관광지,전라남도 목포시
41,중앙시장,전남 목포시 원산중앙로 51-0,쇼핑,전라남도 목포시
42,고하도전망대,전남 목포시 고하도안길 234-0,문화관광,전라남도 목포시
43,유달유원지,전남 목포시 해양대학로 59-0,휴양관광지,전라남도 목포시
44,롯데마트/목포점,전남 목포시 원형서로 15-0,쇼핑,전라남도 목포시
45,목포자연사박물관,전남 목포시 남농로 135-0,문화관광,전라남도 목포시
46,다이소/목포본점,전남 목포시 석현로 2-0,쇼핑,전라남도 목포시
47,연희네슈퍼,전남 목포시 해안로127번길 14-2,문화관광,전라남도 목포시
48,구청호시장,전남 목포시 자유로 13-2,쇼핑,전라남도 목포시
49,서산동시화골목,전남 목포시,기타관광,전라남도 목포시
50,유달산,전남 목포시,자연관광,전라남도 목포시
51,CGV/목포평화광장,전남 목포시 원형동로 53-0,공연/행사,전라남도 목포시
52,장미의거리,전남 목포시 장미로 40-0,기타관광지,전라남도 목포시
53,목포항,전남 목포시,자연관광,전라남도 목포시
54,삼학도,전남 목포시,자연관광지,전라남도 목포시
55,국립해양문화재연구소,전남 목포시 남농로 136-0,문화시설,전라남도 목포시
56,다이소/목포옥암점,전남 목포시 후광대로 128-0,쇼핑,전라남도 목포시
57,다이소/목포하당점,전남 목포시 비파로51번길 30-0,쇼핑,전라남도 목포시
58,김대중노벨평화상기념관,전남 목포시 삼학로92번길 68-0,문화관광,전라남도 목포시
59,삼성전자서비스/목포센터,전남 목포시 백년대로 284-0,쇼핑,전라남도 목포시
60,목포신항만,전남 목포시 신항로294번길 45-0,자연관광지,전라남도 목포시
61,CGV/목포,전남 목포시 교육로 63-0,공연/행사,전라남도 목포시
62,빅팜식자재마트,전남 목포시 삼학로 328-0,쇼핑,전라남도 목포시
63,갓바위공원,전남 목포시,문화관광,전라남도 목포시
64,목포어린이바다과학관,전남 목포시 삼학로92번길 98-0,문화관광,전라남도 목포시
65,유니클로/목포상동점,전남 목포시 통일대로 82-0,쇼핑,전라남도 목포시
66,하나로마트/목포농협,전남 목포시 송림로40번길 9-0,쇼핑,전라남도 목포시
67,세월호목포신항만거치,전남 목포시 신항로294번길 45-0,자연관광지,전라남도 목포시
68,삼학도공원,전남 목포시,문화관광,전라남도 목포시
69,목포근대역사관/2관,전남 목포시 번화로 18-0,문화관광,전라남도 목포시
70,목포활어회플라자,전남 목포시 고하대로 641-21,쇼핑,전라남도 목포시
71,항동시장,전남 목포시 수강로3번길 17-0,쇼핑,전라남도 목포시
72,노적봉,전남 목포시 유달로 0-0,자연관광,전라남도 목포시
73,CGV/목포평화광장,전남 목포시 원형동로 53-0,문화관광,전라남도 목포시
74,선그린골프클럽,전남 목포시 대양로 139-0,레포츠(육상/해상/항공),전라남도 목포시
75,노을공원,전남 목포시,자연관광지,전라남도 목포시
76,유달산조각공원,전남 목포시 유달로 180-0,문화관광,전라남도 목포시
77,유달유원지,전남 목포시 해양대학로 59-0,문화관광,전라남도 목포시
78,한솔문고,전남 목포시 비파로 64-0,쇼핑,전라남도 목포시
79,목포시농산물도매시장,전남 목포시 영산로 648-23,쇼핑,전라남도 목포시
80,서해해양경찰수련원,전남 목포시 고하대로597번길 99-33,레포츠(육상/해상/항공),전라남도 목포시
81,국립해양문화재연구소,전남 목포시 남농로 136-0,문화관광,전라남도 목포시
82,목포항국제여객터미널,전남 목포시 해안로148번길 14-0,기타관광,전라남도 목포시
83,목포국제축구센터,전남 목포시 내화마을길 89-0,기타관광지,전라남도 목포시
84,목포수협공판장,전남 목포시 해안로 118-0,쇼핑,전라남도 목포시
85,달맞이공원,전남 목포시,자연관광지,전라남도 목포시
86,CGV/목포,전남 목포시 교육로 63-0,문화관광,전라남도 목포시
87,하나로마트/목포원예농협본점,전남 목포시 영산로 575-0,쇼핑,전라남도 목포시
88,목포원예농협농산물공판장,전남 목포시 영산로 575-0,쇼핑,전라남도 목포시
89,목포실내체육관,전남 목포시 대양로 286-0,기타관광지,전라남도 목포시
90,탑텐/목포옥암점,전남 목포시 백년대로 386-0,쇼핑,전라남도 목포시
91,목포공공도서관,전남 목포시 원산주택로3번길 4-0,문화시설,전라남도 목포시
92,고릴라캠핑/목포점,전남 목포시 남악로 22-22,쇼핑,전라남도 목포시
93,포르모큐브,전남 목포시 옥암로 95-0,쇼핑,전라남도 목포시
94,롯데마트맥스/목포점 휴관중,전남 목포시 원형서로 15-0,쇼핑,전라남도 목포시
95,구 유달해수욕장,전남 목포시,자연관광지,전라남도 목포시
96,고하도이충무공유적,전남 목포시 고하도길 175-0,역사관광지,전라남도 목포시
97,롯데하이마트/목포점,전남 목포시 하당로 272-0,쇼핑,전라남도 목포시
98,삼학도,전남 목포시,자연관광,전라남도 목포시
99,북항선착장,전남 목포시,자연관광지,전라남도 목포시
100,목포춤추는바다분수,전남 목포시 평화로 64-0,기타관광,전라남도 목포시
