순위,관광지명,주소,분류,
1,공산성,충남 공주시 웅진로 280-0,역사관광지,충청남도 공주시
2,공주산성시장,충남 공주시 용당길 20-0,쇼핑,충청남도 공주시
3,무령왕릉,충남 공주시 왕릉로 37-0,역사관광지,충청남도 공주시
4,공주한옥마을,충남 공주시 관광단지길 12-0,역사관광지,충청남도 공주시
5,국립공주박물관,충남 공주시 관광단지길 34-0,문화시설,충청남도 공주시
6,마곡사,충남 공주시 마곡사로 966-0,역사관광지,충청남도 공주시
7,공산성,충남 공주시 웅진로 280-0,역사관광,충청남도 공주시
8,메타세콰이어길,충남 공주시,기타관광지,충청남도 공주시
9,갑사,충남 공주시 갑사로 567-3,역사관광지,충청남도 공주시
10,공주무령왕릉과왕릉원,충남 공주시,역사관광지,충청남도 공주시
11,석장리박물관,충남 공주시 금벽로 990-0,문화시설,충청남도 공주시
12,무령왕릉,충남 공주시 왕릉로 37-0,역사관광,충청남도 공주시
13,연미산자연미술공원,충남 공주시,자연관광지,충청남도 공주시
14,국립공주박물관,충남 공주시 관광단지길 34-0,문화관광,충청남도 공주시
15,동학사,충남 공주시 동학사1로 462-0,역사관광지,충청남도 공주시
16,미르섬,충남 공주시 금벽로 368-0,자연관광지,충청남도 공주시
17,금강신관공원,충남 공주시 금벽로 368-0,자연관광지,충청남도 공주시
18,공주한옥마을,충남 공주시 관광단지길 12-0,역사관광,충청남도 공주시
19,유구색동수국정원,충남 공주시 창말길 44-0,문화관광,충청남도 공주시
20,마곡사,충남 공주시 마곡사로 966-0,역사관광,충청남도 공주시
21,미르섬,충남 공주시 금벽로 368-0,자연관광,충청남도 공주시
22,신원사,충남 공주시 신원사동길 1-0,역사관광지,충청남도 공주시
23,메타세콰이어길,충남 공주시,기타관광,충청남도 공주시
24,다이소/공주신관점,충남 공주시 번영1로 37-0,쇼핑,충청남도 공주시
25,서우마트/공주점,충남 공주시 장기로 24-0,쇼핑,충청남도 공주시
26,공주산림휴양마을,충남 공주시 수원지공원길 222-0,자연관광지,충청남도 공주시
27,유구핑크뮬리정원,충남 공주시,기타관광지,충청남도 공주시
28,유구색동수국정원,충남 공주시 창말길 44-0,자연관광지,충청남도 공주시
29,석장리박물관,충남 공주시 금벽로 990-0,문화관광,충청남도 공주시
30,연미산자연미술공원,충남 공주시,문화관광,충청남도 공주시
31,공산성입구,충남 공주시,기타관광지,충청남도 공주시
32,공주무령왕릉과왕릉원,충남 공주시,역사관광,충청남도 공주시
33,공주공산성연지,충남 공주시,역사관광지,충청남도 공주시
34,갑사,충남 공주시 갑사로 567-3,역사관광,충청남도 공주시
35,공주고마나루,충남 공주시,역사관광지,충청남도 공주시
36,GS더프레시/공주점,충남 공주시 무령로 310-0,쇼핑,충청남도 공주시
37,하나로마트/공주농협옥룡점,충남 공주시 무령로 307-0,쇼핑,충청남도 공주시
38,금강신관공원,충남 공주시 금벽로 368-0,문화관광,충청남도 공주시
39,동학사,충남 공주시 동학사1로 462-0,역사관광,충청남도 공주시
40,유구시장,충남 공주시 시장길 29-4,쇼핑,충청남도 공주시
41,하나로마트/우성농협,충남 공주시 차동로 473-0,쇼핑,충청남도 공주시
42,백제문화제/공주,충남 공주시 금벽로 368-0,기타관광지,충청남도 공주시
43,하나로마트/유구농협,충남 공주시 중앙2길 92-1,쇼핑,충청남도 공주시
44,정안천생태공원,충남 공주시 의당로 0-0,자연관광지,충청남도 공주시
45,공주중동성당,충남 공주시 성당길 6-0,역사관광지,충청남도 공주시
46,계룡산국립공원/동학사지구,충남 공주시 동학사1로 327-6,자연관광지,충청남도 공주시
47,금학생태공원,충남 공주시,자연관광지,충청남도 공주시
48,공주풀꽃문학관,충남 공주시 봉황로 85-12,문화시설,충청남도 공주시
49,충청남도역사박물관,충남 공주시 국고개길 24-0,문화시설,충청남도 공주시
50,불장골저수지,충남 공주시,자연관광지,충청남도 공주시
51,계룡산자연사박물관,충남 공주시 임금봉길 49-25,문화시설,충청남도 공주시
52,계룡저수지,충남 공주시,자연관광지,충청남도 공주시
