순위,관광지명,주소,분류,
1,롯데백화점/본점,서울 중구 남대문로 81-0,쇼핑,서울특별시 중구
2,신세계백화점/본점신관,서울 중구 소공로 63-0,쇼핑,서울특별시 중구
3,신세계백화점/본점,서울 중구 소공로 63-0,쇼핑,서울특별시 중구
4,두산타워,서울 중구 장충단로 275-0,쇼핑,서울특별시 중구
5,현대시티아울렛/동대문점,서울 중구 장충단로13길 20-0,쇼핑,서울특별시 중구
6,이마트/청계천점,서울 중구 청계천로 400-0,쇼핑,서울특별시 중구
7,밀리오레/동대문점,서울 중구 장충단로 263-0,쇼핑,서울특별시 중구
8,신라면세점/서울점,서울 중구 동호로 249-0,쇼핑,서울특별시 중구
9,방산종합시장,서울 중구 동호로37길 20-0,쇼핑,서울특별시 중구
10,롯데마트/서울역점,서울 중구 청파로 426-0,쇼핑,서울특별시 중구
11,남대문시장,서울 중구,쇼핑,서울특별시 중구
12,제일평화시장,서울 중구 마장로 13-0,쇼핑,서울특별시 중구
13,롯데영플라자/명동점,서울 중구 남대문로 67-0,쇼핑,서울특별시 중구
14,남산공원,서울 중구 소파로 46-0,자연관광지,서울특별시 중구
15,롯데면세점/본점,서울 중구 남대문로 81-0,쇼핑,서울특별시 중구
16,국립극장,서울 중구 장충단로 59-0,공연/행사,서울특별시 중구
17,디오트쇼핑몰,서울 중구 다산로 293-0,쇼핑,서울특별시 중구
18,눈스퀘어,서울 중구 명동길 14-0,쇼핑,서울특별시 중구
19,누죤,서울 중구 을지로45길 62-0,쇼핑,서울특별시 중구
20,ddp패션몰,서울 중구 마장로 22-0,쇼핑,서울특별시 중구
21,충무아트센터,서울 중구 퇴계로 387-0,공연/행사,서울특별시 중구
22,서울시립미술관,서울 중구 덕수궁길 61-0,문화시설,서울특별시 중구
23,신세계면세점/명동점,서울 중구 퇴계로 77-0,쇼핑,서울특별시 중구
24,롯데백화점/에비뉴엘,서울 중구 남대문로 73-0,쇼핑,서울특별시 중구
25,덕수궁,서울 중구 세종대로 99-0,역사관광지,서울특별시 중구
26,중부시장,서울 중구 을지로32길 34-0,쇼핑,서울특별시 중구
27,서울중앙시장,서울 중구 퇴계로85길 22-0,쇼핑,서울특별시 중구
28,굿모닝시티,서울 중구 장충단로 247-0,쇼핑,서울특별시 중구
29,에이피엠플레이스,서울 중구 을지로 276-0,쇼핑,서울특별시 중구
30,HelloAPM,서울 중구 장충단로 253-0,쇼핑,서울특별시 중구
31,SFC몰,서울 중구 세종대로 136-0,쇼핑,서울특별시 중구
32,청평화시장,서울 중구 청계천로 334-0,쇼핑,서울특별시 중구
33,밀리오레/명동점,서울 중구 퇴계로 115-0,쇼핑,서울특별시 중구
34,남산케이블카,서울 중구 소파로 83-0,기타관광지,서울특별시 중구
35,나이키/서울,서울 중구 명동길 14-0,쇼핑,서울특별시 중구
36,남산골한옥마을,서울 중구 퇴계로34길 28-0,역사관광지,서울특별시 중구
37,신평화패션타운,서울 중구 청계천로 298-0,쇼핑,서울특별시 중구
38,장충체육관,서울 중구 동호로 241-0,기타관광지,서울특별시 중구
39,현대백화점면세점/동대문점,서울 중구 장충단로 275-0,쇼핑,서울특별시 중구
40,평화시장,서울 중구 청계천로 274-0,쇼핑,서울특별시 중구
41,황학동주방기구거리,서울 중구,쇼핑,서울특별시 중구
42,롯데베네치아메가몰,서울 중구 청계천로 400-0,쇼핑,서울특별시 중구
43,동대문APM상,서울 중구 마장로 40-0,쇼핑,서울특별시 중구
44,안중근의사기념관,서울 중구 소월로 91-0,문화시설,서울특별시 중구
45,동대문역사문화공원,서울 중구 을지로 281-0,자연관광지,서울특별시 중구
46,대한극장,서울 중구 퇴계로 212-0,공연/행사,서울특별시 중구
47,손기정체육공원,서울 중구 손기정로 101-0,자연관광지,서울특별시 중구
48,동평화패션타운,서울 중구 청계천로 318-0,쇼핑,서울특별시 중구
49,맥스타일,서울 중구 마장로 3-0,쇼핑,서울특별시 중구
50,롯데하이마트/청구점,서울 중구 다산로 210-0,쇼핑,서울특별시 중구
51,국립현대미술관/덕수궁관,서울 중구 세종대로 99-0,문화시설,서울특별시 중구
52,남산케이블카,서울 중구 소파로 83-0,기타관광,서울특별시 중구
53,숭례문,서울 중구 세종대로 40-0,역사관광지,서울특별시 중구
54,하나로마트/서대문점,서울 중구 통일로 120-0,쇼핑,서울특별시 중구
55,롯데백화점/에비뉴엘본점,서울 중구 남대문로 73-0,쇼핑,서울특별시 중구
56,대림상가,서울 중구 을지로 157-0,쇼핑,서울특별시 중구
57,메가박스/동대문,서울 중구 장충단로 247-0,공연/행사,서울특별시 중구
58,남산공원,서울 중구 소파로 46-0,문화관광,서울특별시 중구
59,만리재길,서울 중구,자연관광지,서울특별시 중구
60,서울시립미술관,서울 중구 덕수궁길 61-0,문화관광,서울특별시 중구
61,CGV/명동역씨네라이브러리,서울 중구 퇴계로 123-0,공연/행사,서울특별시 중구
62,동화상가,서울 중구 장충단로13길 34-0,쇼핑,서울특별시 중구
63,서소문성지역사박물관,서울 중구 칠패로 5-0,문화시설,서울특별시 중구
64,삼익패션타운,서울 중구 남대문시장8길 7-0,쇼핑,서울특별시 중구
65,화폐박물관,서울 중구 남대문로 39-0,문화시설,서울특별시 중구
66,명보아트홀,서울 중구 마른내로 47-0,공연/행사,서울특별시 중구
67,서울애니메이션센터,서울 중구 소공로 48-0,문화시설,서울특별시 중구
68,피크닉,서울 중구 퇴계로6가길 30-0,문화시설,서울특별시 중구
69,국립극장,서울 중구 장충단로 59-0,문화관광,서울특별시 중구
70,LG전자서비스센터/충무로역센터,서울 중구 퇴계로 202-0,쇼핑,서울특별시 중구
71,덕수궁,서울 중구 세종대로 99-0,역사관광,서울특별시 중구
72,남산백범광장,서울 중구,자연관광지,서울특별시 중구
73,혜양엘리시움,서울 중구 마장로1길 18-0,쇼핑,서울특별시 중구
74,CGV/동대문,서울 중구 장충단로13길 20-0,공연/행사,서울특별시 중구
75,남산팔각정,서울 중구,기타관광지,서울특별시 중구
76,청계천공구상가,서울 중구,쇼핑,서울특별시 중구
77,숭례문수입상가,서울 중구 소월로 3-0,쇼핑,서울특별시 중구
78,국립정동극장,서울 중구 정동길 43-0,공연/행사,서울특별시 중구
79,CGV/명동,서울 중구 명동길 14-0,공연/행사,서울특별시 중구
80,광희패션몰,서울 중구 마장로1길 21-0,쇼핑,서울특별시 중구
81,다이소/명동역점,서울 중구 퇴계로 134-1,쇼핑,서울특별시 중구
82,센트마상가,서울 중구 동호로33길 24-0,쇼핑,서울특별시 중구
83,장충장호테니스장,서울 중구 장충단로 91-0,레포츠(육상/해상/항공),서울특별시 중구
84,아트프라자,서울 중구 마장로1길 28-0,쇼핑,서울특별시 중구
85,디자이너클럽,서울 중구 을지로45길 72-0,쇼핑,서울특별시 중구
86,세운청계상가,서울 중구 청계천로 160-0,쇼핑,서울특별시 중구
87,대도종합상가,서울 중구 남대문시장4길 9-0,쇼핑,서울특별시 중구
88,롯데하이마트/서울역롯데마트점,서울 중구 한강대로 405-0,쇼핑,서울특별시 중구
89,메사,서울 중구 남대문시장10길 2-0,쇼핑,서울특별시 중구
90,충무아트센터,서울 중구 퇴계로 387-0,문화관광,서울특별시 중구
91,QED골프아카데미/충정로직영4호점,서울 중구 서소문로 38-0,레포츠(육상/해상/항공),서울특별시 중구
92,삼성전자서비스/을지로휴대폰센터,서울 중구 을지로 51-0,쇼핑,서울특별시 중구
93,남평화상가,서울 중구 장충단로 282-10,쇼핑,서울특별시 중구
94,조선일보미술관,서울 중구 세종대로21길 33-0,문화시설,서울특별시 중구
95,GS더프레시/남산타운점,서울 중구 다산로 32-0,쇼핑,서울특별시 중구
96,서울정원박람회/(백범광장),서울 중구,기타관광지,서울특별시 중구
97,교보문고/동대문바로드림센터,서울 중구 장충단로13길 20-0,쇼핑,서울특별시 중구
98,서소문역사공원,서울 중구 칠패로 5-0,자연관광지,서울특별시 중구
99,우천상품권,서울 중구 남대문로 64-1,쇼핑,서울특별시 중구
100,호암아트홀,서울 중구 서소문로 88-0,공연/행사,서울특별시 중구
