유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대구광역시 동구 , 대구광역시 수성구,22.5,1
대구광역시 중구 , 대구광역시 수성구,13.9,1
대구광역시 북구 , 대구광역시 수성구,13.0,1
대구광역시 달서구 , 대구광역시 수성구,11.5,1
대구광역시 남구 , 대구광역시 수성구,11.2,1
경상북도 경산시 , 대구광역시 수성구,10.2,1
대구광역시 달성군 , 대구광역시 수성구,4.3,1
대구광역시 서구 , 대구광역시 수성구,2.7,1
경상북도 청도군 , 대구광역시 수성구,1.4,1
경상북도 칠곡군 , 대구광역시 수성구,1.3,1
경상북도 구미시 , 대구광역시 수성구,1.1,1
경상북도 영천시 , 대구광역시 수성구,1.0,1
경상북도 경주시 , 대구광역시 수성구,0.5,1
경상북도 포항시 북구 , 대구광역시 수성구,0.3,1
경상남도 밀양시 , 대구광역시 수성구,0.3,1
경상남도 김해시 , 대구광역시 수성구,0.2,1
경상북도 김천시 , 대구광역시 수성구,0.2,1
경상북도 고령군 , 대구광역시 수성구,0.2,1
경상북도 군위군 , 대구광역시 수성구,0.2,1
경상북도 포항시 남구 , 대구광역시 수성구,0.2,1
 대구광역시 수성구,대구광역시 동구,23.5,2
 대구광역시 수성구,경상북도 경산시,13.4,2
 대구광역시 수성구,대구광역시 중구,12.0,2
 대구광역시 수성구,대구광역시 남구,9.0,2
 대구광역시 수성구,대구광역시 달서구,8.4,2
 대구광역시 수성구,대구광역시 북구,7.6,2
 대구광역시 수성구,대구광역시 달성군,6.3,2
 대구광역시 수성구,대구광역시 서구,2.2,2
 대구광역시 수성구,경상북도 청도군,2.1,2
 대구광역시 수성구,경상북도 경주시,1.7,2
 대구광역시 수성구,경상북도 칠곡군,1.5,2
 대구광역시 수성구,부산광역시 기장군,1.2,2
 대구광역시 수성구,경상북도 포항시 북구,1.1,2
 대구광역시 수성구,경상북도 영천시,1.1,2
 대구광역시 수성구,경상북도 구미시,1.0,2
 대구광역시 수성구,부산광역시 해운대구,0.6,2
 대구광역시 수성구,경상북도 군위군,0.5,2
 대구광역시 수성구,경상북도 포항시 남구,0.5,2
 대구광역시 수성구,경상남도 밀양시,0.4,2
 대구광역시 수성구,경상북도 고령군,0.3,2
