유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대전광역시 중구 , 대전광역시 동구,24.1,1
대전광역시 대덕구 , 대전광역시 동구,21.5,1
대전광역시 서구 , 대전광역시 동구,19.3,1
대전광역시 유성구 , 대전광역시 동구,12.1,1
세종특별자치시  , 대전광역시 동구,2.9,1
충청북도 옥천군 , 대전광역시 동구,2.9,1
충청남도 금산군 , 대전광역시 동구,2.6,1
충청북도 청주시 서원구 , 대전광역시 동구,1.7,1
충청북도 청주시 흥덕구 , 대전광역시 동구,1.1,1
충청북도 청주시 상당구 , 대전광역시 동구,0.9,1
충청남도 공주시 , 대전광역시 동구,0.7,1
충청남도 천안시 동남구 , 대전광역시 동구,0.6,1
충청남도 논산시 , 대전광역시 동구,0.6,1
충청북도 청주시 청원구 , 대전광역시 동구,0.5,1
충청남도 계룡시 , 대전광역시 동구,0.5,1
충청남도 천안시 서북구 , 대전광역시 동구,0.4,1
충청북도 영동군 , 대전광역시 동구,0.4,1
충청북도 보은군 , 대전광역시 동구,0.3,1
전라북도 무주군 , 대전광역시 동구,0.3,1
충청남도 아산시 , 대전광역시 동구,0.3,1
 대전광역시 동구,대전광역시 중구,31.1,2
 대전광역시 동구,대전광역시 서구,16.8,2
 대전광역시 동구,대전광역시 대덕구,16.3,2
 대전광역시 동구,대전광역시 유성구,15.9,2
 대전광역시 동구,충청북도 옥천군,3.4,2
 대전광역시 동구,충청남도 금산군,2.5,2
 대전광역시 동구,세종특별자치시 ,2.1,2
 대전광역시 동구,충청남도 공주시,1.1,2
 대전광역시 동구,충청북도 청주시 서원구,0.7,2
 대전광역시 동구,충청북도 청주시 흥덕구,0.6,2
 대전광역시 동구,충청남도 논산시,0.6,2
 대전광역시 동구,충청북도 청주시 상당구,0.5,2
 대전광역시 동구,충청남도 계룡시,0.4,2
 대전광역시 동구,충청북도 보은군,0.4,2
 대전광역시 동구,충청북도 청주시 청원구,0.4,2
 대전광역시 동구,충청북도 영동군,0.4,2
 대전광역시 동구,충청남도 보령시,0.3,2
 대전광역시 동구,전라북도 무주군,0.3,2
 대전광역시 동구,충청남도 천안시 동남구,0.3,2
 대전광역시 동구,충청남도 부여군,0.2,2
