순위,관광지명,주소,분류
1,삼천포용궁수산시장,경남 사천시 어시장길 64-0,쇼핑
2,사천바다케이블카/대방정류장,경남 사천시 사천대로 18-0,기타관광지
3,삼천포항,경남 사천시 어시장길 24-5,자연관광지
4,남일대해수욕장,경남 사천시 모례2길 11-19,자연관광지
5,이마트/사천점,경남 사천시 삼천포대교로 591-0,쇼핑
6,무지개해안도로,경남 사천시,기타관광지
7,홈플러스/삼천포점,경남 사천시 중앙로 165-0,쇼핑
8,삼천포중앙시장,경남 사천시 중앙시장1길 12-39,쇼핑
9,삼천포대교공원,경남 사천시,자연관광지
10,탑마트/사천점,경남 사천시 옥산로 38-0,쇼핑
11,항공우주박물관,경남 사천시 공단1로 78-0,문화시설
12,사천바다케이블카/대방정류장,경남 사천시 사천대로 18-0,기타관광
13,백천사,경남 사천시 백천길 326-2,역사관광지
14,아라마루아쿠아리움,경남 사천시 사천대로 18-0,휴양관광지
15,사천공항,경남 사천시 사천대로 1971-0,기타관광지
16,탑마트/삼천포점,경남 사천시 새시장길 19-0,쇼핑
17,대포항,경남 사천시,자연관광지
18,노산공원,경남 사천시 노산공원길 72-0,자연관광지
19,사천케이블카자연휴양림,경남 사천시 실안길 242-45,자연관광지
20,부잔교갯벌탐방로,경남 사천시,기타관광지
21,와룡스포츠센타,경남 사천시 사천대로 1891-46,레포츠(육상/해상/항공)
22,늑도방파제,경남 사천시,자연관광지
23,삼천포항,경남 사천시 어시장길 24-5,자연관광
24,대방진굴항,경남 사천시,역사관광지
25,남일대해수욕장,경남 사천시 모례2길 11-19,자연관광
26,팔포항,경남 사천시 팔포3길 0-0,자연관광지
27,실안해안도로,경남 사천시 노을길 0-0,기타관광지
28,삼천포수협회센터,경남 사천시 유람선길 176-0,쇼핑
29,다이소/사천평화점,경남 사천시 평화1길 22-0,쇼핑
30,다이소/삼천포점,경남 사천시 벌리로 53-0,쇼핑
31,동행복권판매점/목화휴게소,경남 사천시 사천대로 912-0,쇼핑
32,사천첨단항공우주과학관,경남 사천시 공단1로 108-0,문화시설
33,다솔사,경남 사천시 다솔사길 417-0,역사관광지
34,사천선진리성,경남 사천시 선진공원길 678-0,역사관광지
35,무지개해안도로,경남 사천시,기타관광
36,삼천포전통수산시장,경남 사천시 어시장길 34-5,쇼핑
37,하나로마트/사천농협연합점,경남 사천시 구암두문로 24-0,쇼핑
38,삼천포신항여객터미널,경남 사천시 신항만1길 76-0,자연관광지
39,하나로마트/서포농협본점,경남 사천시 사천대교로 731-0,쇼핑
40,삼천포대교공원,경남 사천시,문화관광
41,청널공원,경남 사천시 청널길 38-35,자연관광지
42,사천읍시장,경남 사천시 시장1길 16-0,쇼핑
43,골프존카운티사천,경남 사천시 구송로 151-0,레포츠(육상/해상/항공)
44,만물낚시캠핑백화점,경남 사천시 진삼로 927-0,레포츠(육상/해상/항공)
45,항공우주박물관,경남 사천시 공단1로 78-0,문화관광
46,백천사,경남 사천시 백천길 326-2,역사관광
47,메가박스/삼천포,경남 사천시 해안관광로 109-10,공연/행사
48,하나로마트/삼천포농협본점,경남 사천시 주공로 2-0,쇼핑
49,서경타니CC,경남 사천시 흥신로 210-0,레포츠(육상/해상/항공)
50,만물낚시할인마트,경남 사천시 사천대로 1861-0,레포츠(육상/해상/항공)
51,삼천포수산시장,경남 사천시 유람선길 63-0,쇼핑
52,대포어촌체험마을,경남 사천시 대포길 255-0,기타관광지
53,엔시식자재할인마트,경남 사천시 갈대샘길 78-0,쇼핑
54,아라마루아쿠아리움,경남 사천시 사천대로 18-0,문화관광
55,사천케이블카자연휴양림,경남 사천시 실안길 242-45,자연관광
56,청룡사,경남 사천시 와룡길 373-0,역사관광지
57,용두공원,경남 사천시,자연관광지
58,삼천포유람선,경남 사천시 유람선길 70-0,자연관광지
59,사천공항,경남 사천시 사천대로 1971-0,기타관광
60,삼천포종합운동장,경남 사천시 주공로 32-0,기타관광지
61,사천케이블카자연휴양림,경남 사천시,자연관광지
62,비토해양낚시공원,경남 사천시,자연관광지
63,별주부전테마파크,경남 사천시 용궁로 124-0,기타관광지
64,나눔로또판매점/목화휴게소,경남 사천시 사천대로 912-0,쇼핑
65,삼삼CC,경남 사천시 화당산로 224-0,레포츠(육상/해상/항공)
66,거북선마을,경남 사천시 사천대교로 75-61,기타관광지
67,삼천포여객선터미널,경남 사천시 팔포3길 56-45,자연관광지
68,노산공원,경남 사천시 노산공원길 72-0,문화관광
69,삼천포유람선,경남 사천시 유람선길 70-0,기타관광
70,코끼리바위,경남 사천시,기타관광지
71,하나로마트/사남농협본점,경남 사천시 사남로 1077-0,쇼핑
72,와인갤러리,경남 사천시 경서대로 3552-0,문화시설
73,완사전통시장,경남 사천시 완사2길 12-0,쇼핑
74,용소계곡,경남 사천시,자연관광지
75,메가박스/삼천포,경남 사천시 해안관광로 109-10,문화관광
76,다이소/탑마트삼천포점,경남 사천시 동금2길 15-0,쇼핑
77,사천첨단항공우주과학관,경남 사천시 공단1로 108-0,문화관광
78,비아이마트/사천점,경남 사천시 사천대로 1615-9,쇼핑
79,실안방파제,경남 사천시,자연관광지
80,선진리성벚꽃길,경남 사천시,기타관광지
81,다솔사,경남 사천시 다솔사길 417-0,역사관광
82,우리마트/사천점,경남 사천시 진삼로 1400-0,쇼핑
83,대방진굴항,경남 사천시,역사관광
84,롯데시네마/사천,경남 사천시 항공로 6-0,공연/행사
85,대포항,경남 사천시,자연관광
86,삼천포신항여객터미널,경남 사천시 신항만1길 76-0,기타관광
87,산분령유료낚시터,경남 사천시 노을길 235-0,레포츠(육상/해상/항공)
88,청널공원,경남 사천시 청널길 38-35,문화관광
89,선진공원,경남 사천시,자연관광지
90,비토섬,경남 사천시 비토안길 104-16,자연관광지
91,사천종합운동장,경남 사천시 구암두문로 85-0,기타관광지
92,오피스디포/사천점,경남 사천시 수양로 30-0,쇼핑
93,초양도,경남 사천시,자연관광지
94,제이원마트,경남 사천시 읍내로 32-0,쇼핑
95,삼천포항방파제,경남 사천시,자연관광지
96,초전공원,경남 사천시,자연관광지
97,산으로간낚시꾼,경남 사천시 해안관광로 68-20,레포츠(육상/해상/항공)
98,늑도항,경남 사천시,자연관광지
99,실안해안도로,경남 사천시 노을길 0-0,기타관광
100,CU/사천서포점,경남 사천시 서포로 309-0,쇼핑
