순위,관광지명,주소,분류
1,홈플러스/간석점,인천 남동구 경원대로 971-0,쇼핑
2,남촌농산물도매시장,인천 남동구 비류대로 763-0,쇼핑
3,소래포구종합어시장,인천 남동구 소래역로 12-0,쇼핑
4,소래포구,인천 남동구 포구로 2-9,자연관광지
5,뉴코아아울렛/인천점,인천 남동구 인하로 485-0,쇼핑
6,홈플러스/인천논현점,인천 남동구 청능대로 596-0,쇼핑
7,홈플러스/구월점,인천 남동구 예술로 198-0,쇼핑
8,모래내시장,인천 남동구 호구포로 818-0,쇼핑
9,인천대공원,인천 남동구 무네미로 236-0,자연관광지
10,CGV/인천,인천 남동구 예술로 198-0,공연/행사
11,올리브백화점,인천 남동구 남동대로 880-0,쇼핑
12,에몬스가구/본사전시장점,인천 남동구 논현고잔로 47-0,쇼핑
13,로데오거리,인천 남동구,휴양관광지
14,삼성전자서비스/남인천센터,인천 남동구 인주대로 875-0,쇼핑
15,이조식자재마트,인천 남동구 소래역로46번길 31-0,쇼핑
16,소래습지생태공원,인천 남동구 소래로154번길 77-0,자연관광지
17,와마트/서창점,인천 남동구 서창남순환로215번길 51-0,쇼핑
18,고릴라캠핑/송도점,인천 남동구 청능대로468번길 96-0,쇼핑
19,간석자유시장,인천 남동구 백범로 312-1,쇼핑
20,김미현골프월드,인천 남동구 에코중앙로 26-0,레포츠(육상/해상/항공)
21,장인가구본사전시장,인천 남동구 아암대로 1139-0,쇼핑
22,교보문고/인천점,인천 남동구 예술로 138-0,쇼핑
23,뉴코아아울렛/인천논현점,인천 남동구 청능대로 596-0,쇼핑
24,삼성전자서비스/남동휴대폰센터,인천 남동구 인주대로 621-0,쇼핑
25,캠핑트렁크/송도점,인천 남동구 은봉로419번길 21-0,쇼핑
26,라피에스타,인천 남동구 논고개로 61-0,쇼핑
27,미추홀도서관,인천 남동구 인주대로776번길 53-0,문화시설
28,세이브마트/논현점,인천 남동구 논고개로 61-0,쇼핑
29,한샘/남동공단점,인천 남동구 논현고잔로 42-0,쇼핑
30,논현칼리오페,인천 남동구 논고개로123번길 35-0,쇼핑
31,만수시장,인천 남동구 만수로27번길 4-13,쇼핑
32,남동공단공구상가1단지,인천 남동구 남동서로 226-0,쇼핑
33,남동공단산업용품상가,인천 남동구 은청로 4-7,쇼핑
34,소래포구,인천 남동구 포구로 2-9,자연관광
35,영림홈앤리빙/인천갤러리,인천 남동구 아암대로 1085-0,쇼핑
36,GS더프레시/구월점,인천 남동구 구월로 212-0,쇼핑
37,남동체육관,인천 남동구 소래로 500-0,기타관광지
38,GS더프레시/만수점,인천 남동구 만수로50번길 53-0,쇼핑
39,이마트에브리데이/서창2점,인천 남동구 서창남순환로215번길 20-0,쇼핑
40,리팡,인천 남동구 남동대로799번길 34-0,쇼핑
41,모래내종합시장,인천 남동구 구월로276번길 37-0,쇼핑
42,다이소/인천구월동로데오점,인천 남동구 인하로 501-0,쇼핑
43,고릴라캠핑/송도점,인천 남동구 논현고잔로88번길 44-10,쇼핑
44,중앙도서관,인천 남동구 정각로 9-0,문화시설
45,엠스퀘어골프클럽,인천 남동구 논현고잔로135번길 30-13,레포츠(육상/해상/항공)
46,남동논현도서관,인천 남동구,문화시설
47,소래포구재래어시장,인천 남동구 장도로 85-0,쇼핑
48,메가박스/인천논현,인천 남동구 논고개로 61-0,공연/행사
49,에이스침대/남동공단점,인천 남동구 논현고잔로130번길 5-0,쇼핑
50,노브랜드/인천서창점,인천 남동구 서창남순환로10번길 50-0,쇼핑
51,인천남동공단가구단지,인천 남동구 앵고개로 618-0,쇼핑
52,소래도서관,인천 남동구 앵고개로 793-0,문화시설
53,롯데하이마트/구월점,인천 남동구 인주대로 627-0,쇼핑
54,약사사,인천 남동구 풀무로 48-0,역사관광지
55,다이소/인천서창점,인천 남동구 서창방산로 55-0,쇼핑
56,인천대공원,인천 남동구 무네미로 236-0,문화관광
57,이마트에브리데이/서창동점,인천 남동구 독곡로 51-0,쇼핑
58,롯데하이마트/만수점,인천 남동구 백범로 190-0,쇼핑
59,인천청소년수련관,인천 남동구 장수로 42-0,레포츠(육상/해상/항공)
60,서창도서관,인천 남동구 독곡로16번길 15-0,문화시설
61,다이소/인천논현본점,인천 남동구 논고개로 85-0,쇼핑
62,CGV/인천논현,인천 남동구 논현로26번길 34-0,공연/행사
63,아페리온A,인천 남동구 서창남순환로 223-0,쇼핑
64,일룸/인천중앙점,인천 남동구 인주대로 644-0,쇼핑
65,남동다목적실내체육관,인천 남동구 소래로 540-0,기타관광지
66,남동제2공구상가,인천 남동구 논현고잔로109번길 106-0,쇼핑
67,예림임업,인천 남동구 논현고잔로135번길 29-0,쇼핑
68,우아미가구/본사전시장,인천 남동구 아암대로 1109-0,쇼핑
69,까사미아/인천남동점,인천 남동구 남동대로 764-0,쇼핑
70,롯데하이마트/논현신도시점,인천 남동구 청능대로 480-0,쇼핑
71,CGV/인천,인천 남동구 예술로 198-0,문화관광
72,록키아웃도어,인천 남동구 남동서로 361-8,쇼핑
73,하나로마트/남동농협,인천 남동구 장승로 28-0,쇼핑
74,다이소/인천논현점,인천 남동구 논고개로123번길 45-0,쇼핑
75,식자재G마트/만수점,인천 남동구 백범로 239-0,쇼핑
76,이마트에브리데이/인천논현점,인천 남동구 앵고개로847번길 56-0,쇼핑
77,한샘인테리어/인천구월점,인천 남동구 호구포로 830-0,쇼핑
78,중앙공원,인천 남동구,자연관광지
79,힐캐슬프라자상가,인천 남동구 구월로 212-0,쇼핑
80,노브랜드/인천논현역점,인천 남동구 앵고개로847번길 80-9,쇼핑
81,로데오거리,인천 남동구,문화관광
82,인향스포렉스,인천 남동구 인주대로 670-0,레포츠(육상/해상/항공)
83,GDR아카데미/인천구월점,인천 남동구 선수촌공원로23번길 20-0,레포츠(육상/해상/항공)
84,LG전자서비스센터/남동점,인천 남동구 소래로 668-0,쇼핑
85,성강골프랜드,인천 남동구 논현고잔로109번길 106-0,레포츠(육상/해상/항공)
86,다이소/간석점,인천 남동구 석산로 156-0,쇼핑
87,인천대공원/어린이동물원,인천 남동구 무네미로 236-0,휴양관광지
88,명인조명백화점,인천 남동구 인주대로 509-0,쇼핑
89,삼성디지털프라자/남동점,인천 남동구 인주대로 621-0,쇼핑
90,리더스프라자,인천 남동구 논현로46번길 14-0,쇼핑
91,예림홈타운,인천 남동구 논현고잔로135번길 29-0,쇼핑
92,다이소/인천모래내시장점,인천 남동구 복개서로97번길 19-0,쇼핑
93,다이소/인천호구포점,인천 남동구 논현로 20-0,쇼핑
94,인천승마공원,인천 남동구 만의골로 225-0,레포츠(육상/해상/항공)
95,구월전통시장,인천 남동구 호구포로790번길 21-13,쇼핑
96,엠스퀘어골프클럽/XGOLF파트너연습장 인천남동점,인천 남동구 논현고잔로135번길 30-13,레포츠(육상/해상/항공)
97,남동아시아드럭비경기장,인천 남동구 소래로 540-0,기타관광지
98,포튼가먼트/인천구월점,인천 남동구 인주대로618번길 2-0,쇼핑
99,삼성디지털프라자/남인천본점,인천 남동구 인주대로 875-0,쇼핑
100,철물박사/구월점,인천 남동구 인주대로 801-0,쇼핑
